word,pron
desserts,djzZrts
destination,d[stYnejƒYn
destination,d[stjnejƒYn
destiny,d[stYni
destroy,djstrTj
destroyed,djstrTjd
destruction,djstrŒkƒYn
destructive,djstrŒktjv
detail,dYtejl
detailed,djtejld
detailed,ditejld
details,ditejlz
details,djtejlz
detect,djt[kt
detective,djt[ktjv
detention,djt[nƒYn
detergent,djtZrd’Ynt
deteriorate,djtjriZrejt
determine,dYtZrmYn
deuce,dus
develop,djv[lYp
developing,djv[lYpjK
device,djvajs
devil,d[vYl
deviled,d[vYld
devils,d[vYlz
devise,djvajz
devon,d[vYn
dew,du
dexter,d[kstZr
diagnose,dajYgnoŠz
diagonal,dajægYnYl
dial,dajl
dial,dajYl
dialogue,dajYlQg
diamond,dajmYnd
diamonds,dajmYndz
diane,dajæn
diaper,dajpZr
diapers,dajYpZrz
diapers,dajpZrz
diarrhea,dajYriY
diarrhoea,dajYriY
diary,dajZri
diary,dajri
dibs,djbzz+s
dice,dajs
dick,djk
dickie,djki
dictionary,djkƒYn[ri
did,djd
die,daj
died,dajd
dies,dajz
diet,dajYt
differ,djfZr
difference,djfZrYns
difference,djfrYns
differences,djfrYnsYz
differences,djfZrYnsYz
different,djfZrYnt
different,djfrYnt
difficult,djfYkYlt
difficulty,djfYkYlti
difficulty,djfjkYlti
dig,djg
digest,dajd’[st
digger,djgZr
digit,djd’Yt
digital,djd’jtYl
digital,djd’YtYl
digress,dajgr[s
dike,dajk
dilemma,djl[mY
dill,djl
dim,djm
dime,dajm
dimension,djm[nƒYn
dimple,djmpYl
din,djn
dine,dajn
diner,dajnZr
ding,djK
dingdong,djKdTK
dining,dajnjK
dink,djKkk+k
dinner,djnZr
dinners,djnZrz
dinnertime,djnZrtajm
dinosaur,dajnYsTr
dint,djntt+t
dip,djp
diplomatic,djplYmætjk
dipper,djpZr
dire,dajZr
dire,dajr
direct,dZr[kt
direct,djr[kt
direct,dajr[kt
directed,dZr[ktYd
directed,dZr[ktjd
directed,dajr[ktjd
direction,dZr[kƒYn
direction,dir[kƒYn
direction,dajr[kƒYn
direction,djr[kƒYn
directly,dZr[ktli
directly,dir[ktli
directly,djr[ktli
directly,dajr[ktli
director,dZr[ktZr
directors,dZr[ktZrz
directors,djr[ktZrz
directors,dajr[ktZrz
dirge,dZrd’d’+g
dirt,dZrtt+t
dirtiness,dZrtinYs
dirty,dZrti
disabled,djsejbYld
disappear,djsYpjr
disappear,djsYpir
disappeared,djsYpjrd
disappeared,djsYpird
disappoint,djsYpTjnt
disappointed,djsYpTjntjd
disappointment,djsYpTjntmYnt
disapprove,djsYpruv
disaster,djzæstZr
disc,djskk+c
discharge,djstƒQrd’
disciple,djsajpYl
discipline,djsYplYn
disco,djskoŠ
discount,djskaŠnt
discover,djskŒvZr
discovered,djskŒvZrd
discreet,djskrit
discuss,djskŒs
discussion,djskŒƒYn
disdain,djsdejn
disease,djziz
disgrace,djsgrejs
disgust,djsgŒst
disgusting,djsgŒstjK
dish,djƒ
dishonest,djsQnYst
dishonesty,djsQnYsti
dishwasher,djƒwQƒZr
dishwashing,djƒwQƒjK
disk,djskk+k
dislike,djslajk
dismay,djsmej
dismiss,djsmjs
disobedience,djsYbidiYns
disobedience,djsoŠbidiYns
disobedient,djsYbidiYnt
disobedient,djsoŠbidiYnt
disobey,djsoŠbej
disperse,djspZrs
display,djsplej
disposal,djspoŠzYl
disquisition,djskwjzjƒYn
disrespect,djsrjsp[kt
disrespectful,djsrjsp[ktfYl
distance,djstYns
distinct,djstjKkt
distinguished,djstjKgwjƒt
distract,djstrækt
distress,djstr[s
district,djstrjkt
distrust,djstrŒst
ditch,djtƒ
ditz,djtss+z
ditz,djtss+z
ditzes,djtsjz
dive,dajv
diver,dajvZr
divert,dajvZrt
divide,djvajd
dividend,djvYd[nd
divine,djvajn
diving,dajvjK
division,djvj’Yn
divorce,djvTrs
divorced,djvTrst
divvy,djvi
dizzy,djzi
do,du
doc,dQk
dock,dQk
doctor,dQktZr
doctors,dQktZrz
document,dQkjum[nt
documentary,dQkjum[ntZri
documentary,dQkjYm[ntZri
dodge,dQd’
dodo,doŠdoŠ
doe,doŠ
does,dŒz
dog,dTg
doggy,dTgi
doghouse,dTghaŠs
dogma,dQgmY
dogs,dQgzz+s
doing,dujK
dole,doŠl
doll,dQl
dollar,dQlZr
dollars,dQlZrz
dollars,dTlZrz
dollhouse,dQlhaŠs
dolls,dQlzz+s
dolly,dQli
dolphin,dQlfYn
dom,dQm
dome,doŠm
domicile,dQmjsjl
domino,dQmYnoŠ
dominoes,dQmYnoŠz
don,dQn
donald,dQnYld
donate,doŠnejt
done,dŒn
donkey,dQKki
donna,dQnY
doodah,dudQ
doodle,dudYl
doohickey,duhjki
doom,dum
door,dTr
doorbell,dTrb[l
doorknob,dTrnQb
doormat,dTrmæt
doors,dTrzz+s
doorstep,dTrst[p
doorway,dTrwej
dope,doŠp
dork,dTrkk+k
dorky,dTrki
dorm,dTrmm+m
dorothy,dTrY¸i
dorothy,dTr¸i
dosage,doŠsYd’
dosage,doŠsjd’
dose,doŠs
dost,dQstt+t
dot,dQt
dots,dQtss+s
dotted,dQtYd
dotted,dQtjd
double,dŒbYl
doubt,daŠt
doubts,daŠtss+s
dough,doŠ
doughnut,doŠnŒt
dour,daŠr
dour,daŠZr
douse,daŠs
dove,doŠv
dove,dŒv
dow,daŠ
down,daŠn
downhill,daŠnhjl
downpour,daŠnpTr
downstairs,daŠnst[rz
downtown,daŠntaŠn
downward,daŠnwZrd
dowry,daŠri
doze,doŠz
dozen,dŒzYn
dozens,dŒzYnz
drab,dræbb+b
draft,dræff+ft
drag,drægg+g
dragged,drægg+ggd
dragging,drægjK
dragon,drægYn
dragonfly,drægYnflaj
drain,drejnn+n
drainer,drejnZr
drake,drejkk+k
dram,dræmm+m
drama,drQmY
drank,dræKK+nk
drape,drejpp+p
draught,dræff+ght
draw,drT
drawer,drTrr+r
drawer,drTZr
drawers,drTrr+rz
drawers,drTZrz
drawing,drTjK
drawl,drTll+l
drawn,drTnn+n
dread,dr[dd+d
dreadful,dr[dd+dfYl
dream,drimm+m
dreamed,drimm+md
dreamer,drimZr
dreaming,drimjK
dreams,drimm+mz
dreamt,dr[mm+mt
dreary,drjri
dress,dr[ss+ss
dressed,dr[ss+sst
dresser,dr[sZr
dressing,dr[sjK
dressy,dr[si
drew,dru
dribble,drjbYl
dried,drajdd+d
drift,drjff+ft
drill,drjll+ll
drink,drjKK+nk
drinking,drjKK+nkjK
drinks,drjKK+nks
drip,drjpp+p
drippy,drjpi
drive,drajvv+v
driver,drajvZr
drives,drajvv+vz
driveway,drajvv+vwej
driving,drajvjK
drizzle,drjzYl
drone,droŠnn+n
drool,drull+l
droop,drupp+p
drooping,drupjK
droopy,drupi
drop,drQpp+p
dropped,drQpp+ppt
dropping,drQpjK
dross,drTss+ss
drought,draŠtt+t
drove,droŠvv+v
drown,draŠnn+n
drowsy,draŠzi
drug,drŒgg+g
drugs,drŒgg+gz
drum,drŒmm+m
drummer,drŒmZr
drunk,drŒKK+nk
drunken,drŒKK+nkYn
dry,draj
dryer,drajZr
dual,duYl
dual,dul
dub,dŒb
duck,dŒk
duckling,dŒkljK
ducky,dŒki
duct,dŒktt+t
dud,dŒd
dude,dud
dudley,dŒdli
due,du
duel,dul
duel,duYl
dug,dŒg
duh,dŒ
duke,duk
dull,dŒl
dullness,dŒlnYs
dumb,dŒm
dummy,dŒmi
dump,dŒmpp+p
dumped,dŒmpp+pt
dumpster,dŒmpp+pstZr
dun,dŒn
dune,dun
dung,dŒK
dungeon,dŒnd’Yn
dunk,dŒKkk+k
duo,duoŠ
durham,dZrYm
during,dŠrjK
during,dZrjK
during,djŠrjK
dusk,dŒskk+k
dust,dŒstt+t
dusty,dŒsti
dutch,dŒtƒ
duty,duti
dwarf,dwTrr+rf
dwell,dw[ll+ll
dwelling,dw[ljK
dwelt,dw[ll+lt
dwight,dwajtt+t
dwindle,dwjnn+ndYl
dye,daj
dying,dajjK
dyke,dajk
dynamic,dajnæmjk
dynamite,dajnYmajt
each,itƒ
eagle,igYl
ear,jr
ear,ir
earl,Zrl
earlier,ZrliYr
earliest,ZrliYst
early,Zrli
earmuff,jrmŒf
earmuff,irmŒf
earn,Zrn
earned,Zrndd+ed
earnest,Zrnjst
earnings,ZrnjKz
earring,jrjK
earring,irjK
earrings,irjKz
earrings,jrjKz
ears,jrz
ears,irz
earth,Zr¸
earthquake,Zr¸kwejk
earthworm,Zr¸wZrm
earwax,jrwæks
earwax,irwæks
ease,iz
easel,izYl
easels,izYlz
easement,izmYnt
easier,iziZr
easily,izYli
east,ist
easy,izi
eat,it
eaten,itYn
eater,itZr
eating,itjK
eats,its
eave,iv
ebb,[b
eccentric,[ks[ntrjk
eccentricity,[ksYntrjsYti
echo,[koŠ
eclectic,jkl[ktjk
eclipse,Ykljps
economic,[kYnQmjk
economic,ikYnQmjk
economy,ikQnYmi
economy,jkQnYmi
ecstatic,[kstætjk
eczema,[ksYmY
ed,[d
edge,[d’
edit,[dYt
edition,YdjƒYn
educate,[d’Ykejt
educate,[d’jukejt
educated,[d’Ykejtjd
educated,[d’jukejtjd
education,[d’YkejƒYn
education,[d’jukejƒYn
educational,[d’YkejƒYnYl
educational,[d’jukejƒYnYl
educator,[d’jukejtZr
edward,[dwZrd
edwards,[dwZrdz
eel,il
effect,if[kt
effect,jf[kt
effect,Yf[kt
effervesce,[fZrv[s
efficient,jfjƒYnt
effort,[fZrt
egg,[g
eggnog,[gnTg
eggplant,[gplænt
eggs,[gz
eggshell,[gƒ[l
egregious,jgrid’Ys
egypt,id’jpt
egypt,id’Ypt
eigen,ajgYn
eight,ejt
eighteen,ejtin
eighth,ej¸
eighty,ejti
einstein,ajnstajn
either,iğZr
either,ajğZr
eject,id’[kt
elaborate,jlæbZrYt
elaborate,jlæbZrejt
elbow,[lboŠ
elder,[ldZr
elderly,[ldZrli
elders,[ldZrz
elect,jl[kt
elect,il[kt
electric,jl[ktrjk
electricity,jl[ktrjsYti
electronic,jl[ktrQnjk
elegant,[lYgYnt
element,[ljmYnt
elementary,[lYm[ntZri
elephant,[lYfYnt
elevator,[lYvejtZr
eleven,jl[vYn
eleven,il[vYn
elf,[lf
eliminate,jljmYnejt
elite,jlit
elixir,jljksZr
elizabeth,jljzYbY¸
elizabeth,jljzYbj¸
elk,[lk
ellen,[lYn
elm,[lm
elope,jloŠp
else,[ls
elsewhere,[lsw[r
elves,[lvzz+es
embarrass,jmb[rYs
embarrassed,jmb[rYst
embarrassing,jmb[rYsjK
embarrassment,jmb[rYsmYnt
emboss,[mbQs
embrace,[mbrejs
embrace,jmbrejs
embroidery,[mbrTjdZri
emerald,[mZrYld
emerald,[mrYld
emergency,jmZrd’Ynsi
emergency,imZrd’Ynsi
emily,[mjli
emma,[mY
emotion,jmoŠƒYn
emotion,imoŠƒYn
emotional,[moŠƒYnYl
emotional,imoŠƒYnYl
emperor,[mpZrZr
emphysema,[mfYzimY
employer,[mplTjZr
employer,jmplTjZr
employment,[mplTjmYnt
employment,jmplTjmYnt
empty,[mpti
emulsion,jmŒlƒYn
enable,[nejbYl
encephalitis,[ns[fYlajtYs
enchant,[ntƒænt
enchanted,[ntƒæntjd
encounter,jnkaŠntZr
encourage,jnkZrYd’
encourage,[nkZrjd’
encouragement,jnkZrjd’mYnt
encouraging,[nkZrjd’jK
encouraging,jnkZrYd’jK
encroach,[nkroŠtƒ
encyclopedia,jnsajklYpidiY
encyclopedia,jnsajkloŠpidiY
end,[nd
endeavor,[nd[vZr
ended,[ndYd
ended,[ndjd
ending,[ndjK
endless,[ndlYs
ends,[ndzz+s
enemies,[nYmiz
enemy,[nYmi
energetic,[nZrd’[tjk
energy,[nZrd’i
engage,jngejd’
engaged,jngejd’d
engine,[nd’Yn
engineering,[nd’jnjrjK
england,jKglYnd
english,jKgljƒ
english,jKljƒ
enjoy,[nd’Tj
enjoyed,[nd’Tjd
enjoying,[nd’TjjK
enormous,jnTrmYs
enough,jnŒf
enroll,[nroŠl
ensure,[nƒŠr
ensure,jnƒŠr
enter,[ntZr
entered,[ntZrd
entertain,[ntZrtejn
entertaining,[ntZrtejnjK
entertainment,[ntZrtejnmYnt
enthusiasm,jn¸uziæzm
entire,jntajZr
entirely,jntajZrli
entomologist,[ntYmQlYd’Yst
entourage,QntZrQ’
entourage,QntŠrQ’
entrance,[ntrYns
entrepreneur,QntrYprYnŠr
entrepreneur,QntrYprYnZr
entry,[ntri
envelope,[nvYloŠp
envelope,[nv[lYp
envoy,[nvTj
epigrammatic,[pYgrYmætjk
epiphany,jpjfYni
episode,[pjsoŠd
epitome,jpjtYmi
equal,ikwYl
equally,ikwYli
equals,ikwYlz
equator,YkwejtZr
equipment,jkwjpmYnt
era,[rY
era,jrY
erase,jrejs
erase,irejs
eraser,jrejsZr
eraser,irejsZr
erect,jr[kt
ergo,ZrgoŠ
eric,[rjk
erica,[rjkY
ermine,ZrmYn
ernest,ZrnYst
ernest,Zrnjst
err,[r
err,Zr
errand,[rYnd
error,[rZr
erupt,jrŒpt
erupt,irŒpt
eruption,irŒpƒYn
eruption,jrŒpƒYn
escalator,[skYlejtZr
escape,jskejp
escaped,jskejpt
eschew,[ƒu
eschewed,[ƒud
eschews,[ƒuz
escort,[skTrt
eskimo,[skYmoŠ
especially,Ysp[ƒYli
espresso,[spr[soŠ
esquire,[skwajr
essay,[sej
essence,[sYns
essential,js[nƒYl
essential,is[nƒYl
establish,Ystæbljƒ
estate,[stejt
esteem,[stim
estimate,[stYmejt
et,[t
etcetera,[ts[tZrY
etch,[tƒ
eternal,itZrnYl
ethel,[¸Yl
ether,i¸Zr
ethic,[¸jk
ethics,[¸jks
etiquette,[tYkYt
eucalyptus,jukYljptYs
eunuch,junYk
euphemism,jufYmjzm
euro,jŠroŠ
europa,jŠroŠpY
europe,jŠrYp
european,jŠrYpiYn
evacuate,jvækjuejt
evacuate,ivækjuejt
evaluate,ivælju[t
eve,iv
even,ivYn
evening,ivnjK
evens,ivYnz
event,Yv[nt
events,jv[nts
events,iv[nts
eventually,jv[nƒYli
eventually,iv[nƒYli
ever,[vZr
every,[vZri
every,[vri
everybody,[vribYdi
everybody,[vZribYdi
everyday,[vridej
everyone,[vriwŒn
everyone,[vZriwŒn
everything,[vri¸jK
everything,[vZri¸jK
everywhere,[vriw[r
everywhere,[vZriw[r
evidence,[vYdYns
evidently,[vYd[ntli
evil,ivYl
evils,ivYlz
evolution,[vYluƒYn
evolution,ivoŠluƒYn
evolution,[vYluƒYn
evolution,ivoŠluƒYn
ewe,ju
exacerbate,jgzæsZrbejt
exact,jgzækt
exactly,jgzæktli
exaggerate,jgzæd’Zrejt
examination,jgzæmYnejƒYn
examined,jgzæmYnd
example,[gzæmpYl
excellence,[ksYlYns
excellent,[ksYlYnt
except,jks[pt
excess,[kss[s
exchange,jkstƒejnd’
excite,jksajt
excited,jksajtYd
excited,jksajtjd
excitement,jksajtmYnt
exciting,jksajtjK
exclamation,[ksklYmejƒYn
excuse,jkskjus
execute,[ksYkjut
execution,[ksYkjuƒYn
executive,jgz[kjYtjv
exercise,[ksZrsajz
exhale,[kshejl
exhaust,jgzTst
exhaustion,jgzTstƒYn
exhibition,[ksYbjƒYn
exhilarate,jgzjlZrejt
exist,jgzjst
exit,[gzjt
exotic,jgzQtjk
expand,jkspænd
expansion,[kspænƒYn
expect,[ksp[kt
expectations,[ksp[ktejƒYnz
expected,jksp[ktYd
expected,jksp[ktjd
expecting,jksp[ktjK
expects,jksp[kts
expedition,[kspYdjƒYn
expensive,jksp[nsjv
experience,jkspjriYns
experiment,jksp[rYmYnt
expert,[kspZrt
expire,jkspajr
explain,[ksplejn
explaining,jksplejnjK
explanation,[ksplYnejƒYn
explode,jksploŠd
exploration,[ksplYrejƒYn
explore,jksplTr
explorer,jksplTrZr
explosion,jksploŠ’Yn
explosive,jksploŠsjv
explosives,jksploŠsjvz
export,[kspTrt
expose,jkspoŠz
exposing,jkspoŠzjK
exposure,jkspoŠ’Zr
express,jkspr[s
expression,jkspr[ƒYn
extend,jkst[nd
extension,jkst[nƒYn
extensive,jkst[nsjv
extent,jkst[nt
extinct,jkstjKkt
extinguish,jkstjKgwjƒ
extinguisher,jkstjKgwjƒZr
extra,[kstrY
extraordinary,[kstrYTrdYn[ri
extraordinary,jkstrTrdYn[ri
extras,[kstrYz
extremely,jkstrimli
eye,aj
eyeball,ajbTl
eyebrow,ajbraŠ
eyedrop,ajdrQp
eyedropper,ajdrQpZr
eyeglass,ajglæs
eyeglasses,ajglæsYz
eyeglasses,ajglæsjz
eyelash,ajlæƒ
eyelid,ajljd
eyes,ajz
eyesight,ajsajt
eyesore,ajsTr
fabric,fæbrjk
fabulous,fæbjYlYs
face,fejs
faced,fejstt+ed
facedown,fejsdaŠn
faces,fejsYz
faces,fejsjz
facetious,fYsiƒYs
facial,fejƒYl
facility,fYsjljti
fact,fæktt+t
factor,fæktZr
factory,fæktZri
facts,fæktt+ts
faculty,fækYlti
fad,fæd
fade,fejd
fag,fæg
faggot,fægYt
fahrenheit,f[rYnhajt
fail,fejl
failed,fejldd+ed
failing,fejljK
fails,fejlzz+s
failure,fejljZr
faint,fejntt+t
fair,f[r
fairground,f[rgraŠnd
fairness,f[rnYs
fairy,f[ri
fairytale,f[ritejl
faith,fej¸
fake,fejk
faker,fejkZr
falcon,fælkYn
fall,fTl
fallen,fQlYn
falling,fQljK
falls,fTlzz+s
FALSE,fTlss+s
fame,fejm
familiar,fYmjljZr
families,fæmYliz
family,fæmYli
famous,fejmYs
fan,fæn
fancy,fænsi
fang,fæK
fangs,fæKzz+s
fanny,fæni
fans,fænzz+s
fantasies,fæntYsiz
fantastic,fæntæstjk
fantasy,fæntYsi
far,fQr
faraway,fQrYwej
farce,fQrss+c
fare,f[r
farewell,f[rw[l
farm,fQrmm+m
farmer,fQrmZr
farmhouse,fQrmm+mhaŠs
farming,fQrmjK
farmyard,fQrmm+mjQrd
fart,fQrtt+t
farther,fQrğZr
fascinating,fæsYnejtjK
fascism,fæƒjzm
fashion,fæƒYn
fast,fæstt+t
fastball,fæstt+tbTl
fasten,fæsYn
faster,fæstZr
fastest,fæstYst
fat,fæt
fate,fejt
father,fQğZr
fatigue,fYtig
fatso,fætsoŠ
fatten,fætYn
fatty,fæti
faucet,fTsYt
fault,fTltt+t
faux,foŠ
favor,fejvZr
favorite,fejvZrjt
favour,fejvZr
favourite,fejvZrjt
fawn,fTn
fay,fej
faze,fejz
fear,fjr
feared,fjrdd+ed
fearful,fjrfYl
feasible,fizYbYl
feast,fistt+t
feat,fit
feather,f[ğZr
feathers,f[ğZrz
feature,fitƒZr
features,fitƒZrz
february,f[bru[ri
fed,f[d
federal,f[dZrYl
fee,fi
feed,fid
feeder,fidZr
feel,fil
feeling,filjK
feelings,filjKz
feels,filzz+s
feet,fit
feigning,fejnjK
feint,fejntt+t
felicity,fjljsYti
fell,f[l
fella,f[lY
fellas,f[lYz
fellow,f[loŠ
felony,f[lYni
felt,f[ltt+t
female,fimejl
feminine,f[mYnjn
fen,f[n
fence,f[nss+c
fend,f[ndd+d
fern,fZrnn+n
ferocious,fZroŠƒYs
ferret,f[rYt
ferry,f[ri
fertile,fZrtYl
fertile,fZrtajl
fertilizer,fZrtYlajzZr
festive,f[stjv
fetch,f[tƒ
fete,f[t
feud,fjud
fever,fivZr
few,fju
fib,fjb
fibber,fjbZr
fiche,fiƒ
fiction,fjkƒYn
fictional,fjkƒYnYl
fidgety,fjd’Yti
field,fildd+d
fiend,findd+d
fierce,fjrss+c
fife,fajf
fifteen,fjftin
fifth,fjf¸¸+th
fifty,fjfti
fig,fjg
fight,fajt
fighter,fajtZr
fighting,fajtjK
figure,fjgjZr
figured,fjgjZrd
figures,figjZrz
figuring,fjgjZrjK
file,fajl
files,fajlzz+es
filibuster,fjlYbŒstZr
fill,fjl
filled,fjldd+ed
filling,fjljK
film,fjlmm+m
films,fjlmm+mz
filter,fjltZr
filth,fjl¸¸+th
filthiness,fjl¸inYs
filthy,fjl¸i
fin,fjn
final,fajnYl
finale,fYnæli
finale,fjnæli
finally,fajnYli
finance,fYnæns
finance,fjnæns
finance,fajnæns
financial,fYnænƒYl
financial,fjnænƒYl
financial,fajnænƒYl
find,fajndd+d
finder,fajndZr
finding,fajndjK
finds,fajndd+dz
fine,fajn
finest,fajnYst
finger,fjKgZr
fingernail,fjKgZrnejl
fingers,fjKgZrz
fingertip,fjKgZrtjp
finish,fjnjƒ
finished,fjnjƒt
fink,fjKkk+k
finn,fjn
fir,fZr
fire,fajZr
fire,fajr
firecracker,fajZrkrækZr
fired,fajrdd+ed
fired,fajZrd
firefighter,fajrfajtZr
firefly,fajZrflaj
firehouse,fajZrhaŠs
fireman,fajrmYn
fireplace,fajZrplejs
firewood,fajZrwŠd
firewood,fajrwŠd
firework,fajrwZrk
fireworks,fajrwZrks
firing,fajrjK
firm,fZrmm+m
first,fZrss+st
fish,fjƒ
fishbowl,fjƒboŠl
fisherman,fjƒZrmæn
fisherman,fjƒZrmYn
fishing,fjƒjK
fishy,fjƒi
fist,fjstt+t
fistful,fjstt+tfYl
fit,fjt
fitting,fjtjK
five,fajv
fix,fjks
fixed,fjkstt+ed
fixer,fjksZr
fizz,fjz
fizzy,fjzi
fjord,fjTrr+rd
flack,flækk+ck
flag,flægg+g
flagellation,flæd’YlejƒYn
flagpole,flægg+gpoŠl
flail,flejll+l
flair,fl[rr+r
flake,flejkk+k
flakes,flejkk+ks
flame,flejmm+m
flamenco,flYm[KkoŠ
flaming,flejmjK
flamingo,flYmjKgoŠ
flange,flænn+nd’
flank,flæKK+nk
flannel,flænYl
flap,flæpp+p
flare,fl[rr+r
flash,flæƒƒ+sh
flashlight,flæƒƒ+shlajt
flashy,flæƒi
flask,flæss+sk
flat,flætt+t
flatness,flætt+tnYs
flatten,flætYn
flaunt,flTnn+nt
flavor,flejvZr
flavorings,flejvZrjKz
flaw,flT
flax,flæksks+x
flays,flejzz+s
flea,fli
fleck,fl[kk+ck
fled,fl[dd+d
flee,fli
fleece,fliss+c
fleet,flitt+t
flesh,fl[ƒƒ+sh
flew,flu
flex,fl[ksks+x
flexible,fl[ksks+xYbYl
flick,fljkk+ck
flicker,fljkZr
flies,flajzz+s
flight,flajtt+t
flights,flajtt+ts
flinch,fljnn+ntƒ
fling,fljKK+ng
flint,fljnn+nt
flip,fljpp+p
flipped,fljpp+ppt
flipping,fljpjK
flirt,flZrr+rt
flirting,flZrr+rtjK
float,floŠtt+t
flock,flQkk+ck
floe,floŠ
flog,flQgg+g
flood,flŒdd+d
floor,flTrr+r
flooring,flTrjK
flop,flQpp+p
floppy,flQpi
flora,flTrY
florence,flTrYns
florida,flQrYdY
florida,flQrjdY
florida,flTrYdY
florida,flTrjdY
floss,flQss+ss
flounder,flaŠnn+ndZr
flour,flaŠrr+r
flour,flaŠZr
flourish,flZrr+rjƒ
flow,floŠ
flower,flaŠZr
flowerpot,flaŠZrpQt
flowers,flaŠZrz
flown,floŠnn+n
flu,flu
fluff,flŒff+ff
fluffy,flŒfi
fluid,flujd
fluke,flukk+k
flung,flŒKK+ng
flunk,flŒKK+nk
fluorescent,flŠr[sYnt
flush,flŒƒƒ+sh
flute,flutt+t
flutter,flŒtZr
flux,flŒksks+x
fly,flaj
flyer,flajZr
flying,flajjK
flytrap,flajtræp
foal,foŠl
foam,foŠm
foamy,foŠmi
focus,foŠkYs
focus,foŠkjs
foe,foŠ
fog,fQg
foggy,fQgi
foible,fTjbYl
foil,fTjl
foist,fTjstt+t
fold,foŠldd+d
folder,foŠldZr
folk,foŠk
folks,foŠkss+s
follow,fQloŠ
followed,fQloŠd
following,fQloŠjK
fond,fQndd+d
font,fQntt+t
food,fud
fool,ful
foolish,fuljƒ
foot,fŠt
football,fŠtbTl
footprint,fŠtprjnt
footsie,fŠtsi
footstep,fŠtst[p
footsteps,fŠtst[ps
for,fTr
force,fTrss+c
forced,fTrss+ct
forces,fTrsjz
forcing,fTrsjK
ford,fTrdd+d
fore,fTr
forefinger,fTrfjKgZr
forehead,fTrh[d
foreign,fTrYn
foreman,fTrmYn
forest,fTrjst
forever,fYr[vZr
forfeit,fTrfjt
forge,fTrd’d’+g
forget,fYrg[t
forgetful,fZrg[tfYl
forgetful,fTrg[tfYl
forgetfulness,fTrg[tfYlnYs
forgetfulness,fZrg[tfYlnYs
forgettable,fTrg[tYbYl
forgettable,fZrg[tYbYl
forgive,fYrgjv
forgive,fTrgjv
forgiven,fTrgjvYn
forgiven,fZrgjvYn
forgiveness,fZrgjvnYs
forgiveness,fTrgjvnYs
forgiving,fTrgjvjK
forgiving,fZrgjvjK
forgot,fTrgQt
forgot,fYrgQt
forgotten,fYrgQtYn
forgotten,fTrgQtYn
fork,fTrkk+k
form,fTrmm+m
formed,fTrmm+md
former,fTrmZr
formerly,fTrmZrli
formula,fTrmjulY
fort,fTrtt+t
forth,fTr¸¸+th
fortuitous,fTrtujtYs
fortunate,fTrtƒYnYt
fortunate,fTrtƒunYt
fortune,fTrtƒYn
fortune,fTrtƒun
forty,fTrti
forward,fTrwYrd
forwards,fTrwZrdz
fossil,fQsYl
fought,fTt
foul,faŠl
found,faŠndd+d
foundation,faŠndejƒYn
fountain,faŠntYn
four,fTr
fourteen,fTrtin
fourth,fTr¸¸+th
fowl,faŠl
fox,fQks
fracture,frækk+ctƒYr
fragile,fræd’Yl
frail,frejll+l
frame,frejmm+m
framed,frejmm+md
france,frænn+ns
frances,frænn+nsjs
francis,frænn+nsjs
francis,frænn+nsYs
francisco,frænn+nsjskoŠ
francs,fræKK+nks
frank,fræKK+nk
frankly,fræKK+nkli
frappe,fræpej
frasier,frej’Zr
fraud,frTdd+d
frauds,frQdd+dz
fray,frej
freak,frikk+k
freaking,frikjK
freaky,friki
freckle,fr[kYl
freckled,fr[kYld
freckles,fr[kYlz
fred,fr[dd+d
frederick,fr[dd+drjk
frederick,fr[dZrjk
free,fri
freed,fridd+d
freedom,fridYm
freeway,friwej
freeze,frizz+z
freezer,frizZr
freezing,frizjK
freight,frejtt+t
french,fr[nn+ntƒ
frequency,frikwYnsi
frequent,frikwYnt
fresh,fr[ƒƒ+sh
fret,fr[tt+t
freud,frTjdd+d
friction,frjkk+cƒYn
friday,frajdej
fridge,frjd’d’+dg
fried,frajdd+d
friend,fr[nn+nd
friendliness,fr[nn+ndlinjs
friendly,fr[nn+ndli
friends,fr[nn+ndz
friendship,fr[nn+ndƒjp
friendship,fr[nn+ndƒjp
frieze,frizz+z
fright,frajtt+t
frighten,frajtYn
frightened,frajtYnd
frightening,frajtYnjK
frightening,frajtt+tnjK
frightful,frajtt+tfYl
frill,frjll+ll
fringe,frjnn+nd’
frisbee,frjss+sbi
fritz,frjtt+ts
frivolous,frjvYlYs
frock,frQkk+ck
frog,frQgg+g
froggy,frQgi
from,frŒmm+m
front,frŒnn+nt
frost,frTss+st
frosted,frTstYd
frosted,frTstjd
frosting,frTstjK
frosty,frTsti
froth,frT¸¸+th
frown,fraŠnn+n
frowner,fraŠnZr
froze,froŠzz+z
frozen,froŠzYn
fruit,frutt+t
fruited,frutjd
fruity,fruti
frump,frŒmm+mp
frustrated,frŒstrejtYd
frustration,frŒss+strejƒYn
fry,fraj
frying,frajjK
fuchsia,fjuƒY
fuck,fŒk
fucked,fŒktt+ed
fucking,fŒkjK
fucks,fŒkss+s
fudge,fŒd’
fuel,fjul
fuel,fjuYl
fuels,fjuYlz
fuels,fjulzz+s
fugitive,fjud’Ytjv
fugitive,fjud’jtjv
full,fŠl
fuller,fŒlZr
fullness,fŠlnYs
fully,fŠli
fumble,fŒmbYl
fun,fŒn
function,fŒKkk+cƒYn
fund,fŒndd+d
funds,fŒndd+dz
