ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
apprenticeship,learning period,13,14.4,#N/A,#N/A,#N/A,
approvingly,with favor,13,,#N/A,#N/A,#N/A,
apron,paved area for planes,13,6.5,#N/A,#N/A,#N/A,
aptness,fitness,13,,#N/A,#N/A,#N/A,
aqualung,a device for breathing in water,13,14.8,#N/A,#N/A,#N/A,
arabicnumerals,"the figures 1, 2, 3, etc.",13,,#N/A,#N/A,#N/A,
arc,part of circle,13,9.4,#N/A,#N/A,#N/A,
arcover,to turn in a bow-shaped curve,13,,#N/A,#N/A,#N/A,
arch,curved doorway,13,7.5,#N/A,#N/A,#N/A,
archaeology,study of old things,13,10.4,#N/A,#N/A,#N/A,
archduke,Austrian prince,13,11.6,#N/A,#N/A,#N/A,
archery,shooting arrows,13,8.8,#N/A,#N/A,#N/A,
architectural,about building,13,12.3,#N/A,#N/A,#N/A,
area,surface,13,7.2,#N/A,#N/A,#N/A,
arguewith,argue against,13,,#N/A,#N/A,#N/A,
argumentative,quarrelsome,13,11.5,#N/A,#N/A,#N/A,
arise,begin,13,8.9,#N/A,#N/A,#N/A,
arise,come into being,13,8.9,#N/A,#N/A,#N/A,
aristocrat,belong in high class,13,11.9,#N/A,#N/A,#N/A,
armistice,stop in fighting,13,14.0,#N/A,#N/A,#N/A,
armpit,under the arms,13,6.0,#N/A,#N/A,#N/A,
arouse,to excite,13,12.3,#N/A,#N/A,#N/A,
arteriosclerosis,hardening of arteries,13,16.6,#N/A,#N/A,#N/A,
article,"a, an, the",13,8.1,#N/A,#N/A,#N/A,
artistry,done beautifully,13,10.6,#N/A,#N/A,#N/A,
as,for example,13,4.1,#N/A,#N/A,#N/A,
asaresult,for that reason,13,,#N/A,#N/A,#N/A,
asbestos,fireproof material,13,12.6,#N/A,#N/A,#N/A,
ascertain,find out,13,12.7,#N/A,#N/A,#N/A,
ash,a gray color,13,6.9,#N/A,#N/A,#N/A,
aspect,a certain view,13,10.8,#N/A,#N/A,#N/A,
asphalt,paving material,13,9.3,#N/A,#N/A,#N/A,
aspiration,eager desire,13,11.5,#N/A,#N/A,#N/A,
assaultandbattery,striking a person,13,,#N/A,#N/A,#N/A,
assemblage,crowd of people,13,14.3,#N/A,#N/A,#N/A,
assembly,parts put together,13,6.9,#N/A,#N/A,#N/A,
assemblyline,a row of specialized workers,13,,#N/A,#N/A,#N/A,
assessment,basis for taxing,13,12.0,#N/A,#N/A,#N/A,
assort,separate into classes,13,,#N/A,#N/A,#N/A,
assumption,taken for granted,13,10.2,#N/A,#N/A,#N/A,
assurance,being certain,13,12.3,#N/A,#N/A,#N/A,
asthma,affects breathing,13,9.6,#N/A,#N/A,#N/A,
astir,in motion,13,,#N/A,#N/A,#N/A,
astray,out of the right way,13,11.7,#N/A,#N/A,#N/A,
astrology,fortune-telling by stars,13,10.1,#N/A,#N/A,#N/A,
asylum,place of shelter,13,13.1,#N/A,#N/A,#N/A,
asylum,place for mentally sick,13,13.1,#N/A,#N/A,#N/A,
attheend,at last,13,,#N/A,#N/A,#N/A,
atilt,cocked to one side,13,12.3,#N/A,#N/A,#N/A,
atingle,"excited, tingling",13,,#N/A,#N/A,#N/A,
atom,tiny bit,13,11.5,#N/A,#N/A,#N/A,
atop,on the top,13,,#N/A,#N/A,#N/A,
attaboy,word of approval,13,,#N/A,#N/A,#N/A,
attached,bound by affection,13,7.0,#N/A,#N/A,#N/A,
attachment,strong liking,13,10.1,#N/A,#N/A,#N/A,
attack,start work on,13,6.9,#N/A,#N/A,#N/A,
attainable,can be reached,13,9.5,#N/A,#N/A,#N/A,
attend,pay attention,13,7.3,#N/A,#N/A,#N/A,
attend,take care of,13,7.3,#N/A,#N/A,#N/A,
attention,taking care of,13,6.8,#N/A,#N/A,#N/A,
attentionspan,length of concentration,13,,#N/A,#N/A,#N/A,
attorney-general,state's law officer,13,,#N/A,#N/A,#N/A,
aucontraire,on the contrary,13,,#N/A,#N/A,#N/A,
audible,can be heard,13,11.1,#N/A,#N/A,#N/A,
audient,listening,13,,#N/A,#N/A,#N/A,
audition,tryout,13,8.4,#N/A,#N/A,#N/A,
aurora,northern lights,13,12.4,#N/A,#N/A,#N/A,
authenticate,establish as real,13,12.4,#N/A,#N/A,#N/A,
authoress,woman writer,13,13.2,#N/A,#N/A,#N/A,
authorization,permission,13,11.1,#N/A,#N/A,#N/A,
autopsy,examination after death,13,11.7,#N/A,#N/A,#N/A,
autumnal,fall-like,13,13.1,#N/A,#N/A,#N/A,
aviator,one who flies,13,10.1,#N/A,#N/A,#N/A,
avocado,a tropical fruit,13,9.3,#N/A,#N/A,#N/A,
awash,floated away,13,11.4,#N/A,#N/A,#N/A,
aweary,tired,13,,#N/A,#N/A,#N/A,
awning,shade for window,13,11.1,#N/A,#N/A,#N/A,
axes,centers of rotation,13,,#N/A,#N/A,#N/A,
axis,that on which a thing turns,13,11.5,#N/A,#N/A,#N/A,
ayes,votes in favor,13,,#N/A,#N/A,#N/A,
babbler,silly talker,13,,#N/A,#N/A,#N/A,
babygrand,small grand piano,13,,#N/A,#N/A,#N/A,
bachelor,first college degree,13,12.0,#N/A,#N/A,#N/A,
bacilli,bacteria,13,13.3,#N/A,#N/A,#N/A,
bacillus,bacteria,13,13.3,#N/A,#N/A,#N/A,
backbone,courage,13,7.0,#N/A,#N/A,#N/A,
backdrop,stage scenery,13,9.8,#N/A,#N/A,#N/A,
backer,a supporter,13,13.1,#N/A,#N/A,#N/A,
backfield,part of football team,13,11.5,#N/A,#N/A,#N/A,
backfire,have unexpected bad results,13,10.5,#N/A,#N/A,#N/A,
backside,the rump,13,5.6,#N/A,#N/A,#N/A,
backward,toward a worse state,13,6.3,#N/A,#N/A,#N/A,
backward,underdeveloped,13,6.3,#N/A,#N/A,#N/A,
backwoods,uncleared area,13,10.3,#N/A,#N/A,#N/A,
bacteriology,study of microorganisms,13,,#N/A,#N/A,#N/A,
badger,hairy animal,13,7.7,#N/A,#N/A,#N/A,
bag,hang loosely,13,4.4,#N/A,#N/A,#N/A,
bag,unattractive old woman,13,4.4,#N/A,#N/A,#N/A,
bakelite," plasticlike material, t.m.",13,,#N/A,#N/A,#N/A,
bakingpowder,for making cakes rise,13,,#N/A,#N/A,#N/A,
baler,machine for wrapping,13,11.5,#N/A,#N/A,#N/A,
balk,refuse,13,12.4,#N/A,#N/A,#N/A,
ballup,get mixed up,13,,#N/A,#N/A,#N/A,
ballad,popular song,13,10.8,#N/A,#N/A,#N/A,
ballad,story poem,13,10.8,#N/A,#N/A,#N/A,
ballerina,woman dancer,13,5.3,#N/A,#N/A,#N/A,
balsa,light wood,13,12.0,#N/A,#N/A,#N/A,
balsam,tree,13,14.4,#N/A,#N/A,#N/A,
ban,law which prohibits,13,9.3,#N/A,#N/A,#N/A,
band,stripe,13,5.9,#N/A,#N/A,#N/A,
banditry,highway robbery,13,13.5,#N/A,#N/A,#N/A,
bandstand,platform for musicians,13,9.0,#N/A,#N/A,#N/A,
banish,send away,13,10.1,#N/A,#N/A,#N/A,
banishment,a sending away,13,10.5,#N/A,#N/A,#N/A,
bank,pile up,13,6.3,#N/A,#N/A,#N/A,
bank,the kitty in a card game,13,6.3,#N/A,#N/A,#N/A,
bankrupt,to ruin financially,13,10.9,#N/A,#N/A,#N/A,
baptism,introduction to a new life,13,6.6,#N/A,#N/A,#N/A,
bar,strip or stripe,13,6.7,#N/A,#N/A,#N/A,
bargraph,chart using bars,13,,#N/A,#N/A,#N/A,
barb,sharp hook,13,10.4,#N/A,#N/A,#N/A,
barbarian,not civilized,13,9.8,#N/A,#N/A,#N/A,
barbaric,uncivilized,13,11.8,#N/A,#N/A,#N/A,
barbarism,lacking civilization,13,11.6,#N/A,#N/A,#N/A,
barbed,with sharp hooks,13,10.0,#N/A,#N/A,#N/A,
barbell,a weight for lifting,13,11.2,#N/A,#N/A,#N/A,
bare,reveal,13,6.3,#N/A,#N/A,#N/A,
baritone,male voice type,13,11.2,#N/A,#N/A,#N/A,
barmaid,saloon waitress,13,11.1,#N/A,#N/A,#N/A,
barometer,measures air pressure,13,11.9,#N/A,#N/A,#N/A,
baron,nobleman,13,10.5,#N/A,#N/A,#N/A,
barracuda,kind of fish,13,9.9,#N/A,#N/A,#N/A,
barred,refused entry,13,6.7,#N/A,#N/A,#N/A,
base,headquarters,13,6.6,#N/A,#N/A,#N/A,
basis,foundation,13,10.3,#N/A,#N/A,#N/A,
bassoon,musical instrument,13,10.4,#N/A,#N/A,#N/A,
baste,pour liquid over meat,13,10.7,#N/A,#N/A,#N/A,
bastings,long stitches,13,,#N/A,#N/A,#N/A,
battalion,army unit,13,12.0,#N/A,#N/A,#N/A,
batteringram,wrecking tool,13,,#N/A,#N/A,#N/A,
battery,group of cannons,13,5.6,#N/A,#N/A,#N/A,
bazaar,selling place,13,10.1,#N/A,#N/A,#N/A,
beachcomber,an island loafer,13,11.6,#N/A,#N/A,#N/A,
beachhead,shore taken by troops,13,12.5,#N/A,#N/A,#N/A,
bead,drop or bubble,13,5.8,#N/A,#N/A,#N/A,
beaker,wide-mouthed drinking glass,13,8.6,#N/A,#N/A,#N/A,
bean,head,13,4.0,#N/A,#N/A,#N/A,
beanball,hits batter,13,,#N/A,#N/A,#N/A,
beanie,freshman cap,13,9.5,#N/A,#N/A,#N/A,
bearer,one who carries,13,8.7,#N/A,#N/A,#N/A,
bearing,way of carrying oneself,13,3.9,#N/A,#N/A,#N/A,
bearing,metal part,13,3.9,#N/A,#N/A,#N/A,
beastly,nasty,13,9.4,#N/A,#N/A,#N/A,
beat,policeman's rounds,13,5.8,#N/A,#N/A,#N/A,
beat,throb,13,5.8,#N/A,#N/A,#N/A,
beat,rain down on,13,5.8,#N/A,#N/A,#N/A,
beaut,a fine one,13,,#N/A,#N/A,#N/A,
beauteous,beautiful,13,10.6,#N/A,#N/A,#N/A,
becalm,to soothe,13,,#N/A,#N/A,#N/A,
becoming,looks attractive,13,6.3,#N/A,#N/A,#N/A,
becoming,suitable,13,6.3,#N/A,#N/A,#N/A,
bedpan,a toilet pan for the sick,13,,#N/A,#N/A,#N/A,
bedchamber,bedroom,13,11.7,#N/A,#N/A,#N/A,
bedfast,must stay in bed,13,,#N/A,#N/A,#N/A,
bedsore,sore from lying long abed,13,10.7,#N/A,#N/A,#N/A,
beechnut,nut from beech tree,13,,#N/A,#N/A,#N/A,
beef,to complain,13,6.0,#N/A,#N/A,#N/A,
befuddle,to confuse,13,,#N/A,#N/A,#N/A,
behead,cut off head,13,11.7,#N/A,#N/A,#N/A,
behindtheeight-ball,in trouble,13,,#N/A,#N/A,#N/A,
behold,see,13,10.0,#N/A,#N/A,#N/A,
belated,dealyed,13,11.5,#N/A,#N/A,#N/A,
belch,noisy emission of wind,13,7.5,#N/A,#N/A,#N/A,
belch,to bring up gas,13,7.5,#N/A,#N/A,#N/A,
belfry,bell tower,13,11.3,#N/A,#N/A,#N/A,
bell-time,"time, on ship",13,,#N/A,#N/A,#N/A,
bench,take out player,13,5.4,#N/A,#N/A,#N/A,
benediction,blessing,13,14.1,#N/A,#N/A,#N/A,
beneficiary,receiver of benefits,13,15.1,#N/A,#N/A,#N/A,
bent,inclined towards,13,5.2,#N/A,#N/A,#N/A,
benumb,take away feeling,13,,#N/A,#N/A,#N/A,
bespread,to cover over,13,,#N/A,#N/A,#N/A,
bestseller,popular sales item,13,,#N/A,#N/A,#N/A,
betrayer,traitor,13,9.2,#N/A,#N/A,#N/A,
biannual,twice a year,13,9.5,#N/A,#N/A,#N/A,
bibandtucker,clothes,13,,#N/A,#N/A,#N/A,
bicker,quarrel,13,8.9,#N/A,#N/A,#N/A,
bid,a bridge term,13,9.0,#N/A,#N/A,#N/A,
bidding,command,13,9.6,#N/A,#N/A,#N/A,
bigamy,two wives or husbands at same time,13,13.2,#N/A,#N/A,#N/A,
bile,liver fluid,13,11.5,#N/A,#N/A,#N/A,
bill,part of cap,13,7.9,#N/A,#N/A,#N/A,
bill,proposed law,13,7.9,#N/A,#N/A,#N/A,
billofrights,first 10 amendments,13,,#N/A,#N/A,#N/A,
billofsale,official list of goods sold,13,,#N/A,#N/A,#N/A,
billiards,a game like pool,13,11.1,#N/A,#N/A,#N/A,
billow,to rise in waves,13,10.4,#N/A,#N/A,#N/A,
bimonthly,every two months,13,,#N/A,#N/A,#N/A,
bind,to tie up,13,9.6,#N/A,#N/A,#N/A,
bind,fit too tightly,13,9.6,#N/A,#N/A,#N/A,
biological,of life,13,11.0,#N/A,#N/A,#N/A,
biology,the science of living things,13,9.9,#N/A,#N/A,#N/A,
biplane,two-winged,13,14.9,#N/A,#N/A,#N/A,
birdshot,BBs,13,11.8,#N/A,#N/A,#N/A,
birthcanal,passage through which one is born,13,,#N/A,#N/A,#N/A,
birthcontrol,limiting of births,13,,#N/A,#N/A,#N/A,
birthright,right by birth,13,13.4,#N/A,#N/A,#N/A,
bit,a little while,13,6.5,#N/A,#N/A,#N/A,
bitch,female dog,13,10.3,#N/A,#N/A,#N/A,
bitch,to complain,13,10.3,#N/A,#N/A,#N/A,
bitter,very peeved,13,8.5,#N/A,#N/A,#N/A,
bitterly,with hurt feelings,13,,#N/A,#N/A,#N/A,
bittersweet,plant with red berries,13,11.8,#N/A,#N/A,#N/A,
biweekly,twice a week,13,,#N/A,#N/A,#N/A,
biyearly,twice a year,13,,#N/A,#N/A,#N/A,
biz,business,13,9.9,#N/A,#N/A,#N/A,
blackdeath,a dangerous plague,13,,#N/A,#N/A,#N/A,
blackball,vote against,13,10.9,#N/A,#N/A,#N/A,
black-eyedsusan,"a large, daisy like flower",13,,#N/A,#N/A,#N/A,
blackout,fainting,13,9.7,#N/A,#N/A,#N/A,
bladder,rubber bag,13,9.3,#N/A,#N/A,#N/A,
blah,"dull, unattractive",13,7.6,#N/A,#N/A,#N/A,
blamable,is at fault,13,,#N/A,#N/A,#N/A,
blameworthy,deserves scolding,13,,#N/A,#N/A,#N/A,
blank,without expression,13,6.7,#N/A,#N/A,#N/A,
blastfurnace,melts ores,13,,#N/A,#N/A,#N/A,
blastit!,darn it!,13,,#N/A,#N/A,#N/A,
bleed,feel sympathy,13,5.0,#N/A,#N/A,#N/A,
blimp,kind of airship,13,7.3,#N/A,#N/A,#N/A,
blinddate,date between strangers,13,,#N/A,#N/A,#N/A,
blissful,joyful,13,10.1,#N/A,#N/A,#N/A,
bloat,puff up,13,10.9,#N/A,#N/A,#N/A,
blob,small lump,13,6.5,#N/A,#N/A,#N/A,
blockahat,to shape a hat,13,,#N/A,#N/A,#N/A,
blockhouse,fort,13,10.6,#N/A,#N/A,#N/A,
blood,temper,13,5.0,#N/A,#N/A,#N/A,
blood,by descent,13,5.0,#N/A,#N/A,#N/A,
bloodcell,white or red corpuscle,13,,#N/A,#N/A,#N/A,
bloodrelation,one related by birth,13,,#N/A,#N/A,#N/A,
bloodshed,spill blood,13,11.4,#N/A,#N/A,#N/A,
bloodthirsty,cruel,13,9.6,#N/A,#N/A,#N/A,
bluff,cliff,13,9.5,#N/A,#N/A,#N/A,
bluing,whitens clothes,13,3.4,#N/A,#N/A,#N/A,
blunt,plain-spoken,13,9.6,#N/A,#N/A,#N/A,
blur,grow fuzzy,13,8.3,#N/A,#N/A,#N/A,
blurt,say suddenly,13,8.9,#N/A,#N/A,#N/A,
boarder,paying guest,13,9.4,#N/A,#N/A,#N/A,
bob,short haircut,13,7.1,#N/A,#N/A,#N/A,
bobbin,spool,13,9.9,#N/A,#N/A,#N/A,
bodily,in person,13,8.2,#N/A,#N/A,#N/A,
bogged,stuck,13,9.8,#N/A,#N/A,#N/A,
bologna,sausage roll,13,,#N/A,#N/A,#N/A,
bombardier,drops bombs from plane,13,13.1,#N/A,#N/A,#N/A,
bonbon,piece of candy,13,9.3,#N/A,#N/A,#N/A,
bond,that which ties,13,8.9,#N/A,#N/A,#N/A,
bondage,slavery,13,13.4,#N/A,#N/A,#N/A,
boner,mistake,13,11.9,#N/A,#N/A,#N/A,
bonier,skinnier,13,9.5,#N/A,#N/A,#N/A,
bonsoir,good evening,13,,#N/A,#N/A,#N/A,
boobytrap,a hidden explosive device,13,,#N/A,#N/A,#N/A,
boogaloo,a modern dance,13,,#N/A,#N/A,#N/A,
boogie-woogie,"kind of ""blues"" style",13,,#N/A,#N/A,#N/A,
bookie,arranges bets,13,12.3,#N/A,#N/A,#N/A,
bookish,fond of study,13,10.9,#N/A,#N/A,#N/A,
boost,to help someone advance,13,8.0,#N/A,#N/A,#N/A,
booster,supporter,13,9.0,#N/A,#N/A,#N/A,
booster,steps up voltage,13,9.0,#N/A,#N/A,#N/A,
bootblack,shines shoes,13,12.5,#N/A,#N/A,#N/A,
bootlegger,makes illegal whiskey,13,13.0,#N/A,#N/A,#N/A,
bop,cool jazz,13,6.3,#N/A,#N/A,#N/A,
bore,had the title,13,3.9,#N/A,#N/A,#N/A,
born,by nature,13,4.8,#N/A,#N/A,#N/A,
bosh,nonsense,13,13.3,#N/A,#N/A,#N/A,
bosom,breast part of garment,13,11.1,#N/A,#N/A,#N/A,
botanist,student of plants,13,10.7,#N/A,#N/A,#N/A,
botany,study of plants,13,11.7,#N/A,#N/A,#N/A,
bother,to take the trouble,13,6.5,#N/A,#N/A,#N/A,
bottomsup!,a drinking toast,13,,#N/A,#N/A,#N/A,
bound,form boundaries,13,8.7,#N/A,#N/A,#N/A,
boundfor,on the way to,13,,#N/A,#N/A,#N/A,
boundless,not limited,13,12.1,#N/A,#N/A,#N/A,
bounteous,plentiful,13,13.6,#N/A,#N/A,#N/A,
bout,a fight,13,12.1,#N/A,#N/A,#N/A,
boutique,small shop,13,10.0,#N/A,#N/A,#N/A,
bow,hollow part,13,5.2,#N/A,#N/A,#N/A,
bowels,deep inner parts,13,9.8,#N/A,#N/A,#N/A,
bowels,intestines,13,9.8,#N/A,#N/A,#N/A,
brace,make firm,13,7.6,#N/A,#N/A,#N/A,
bracket,used as support,13,9.2,#N/A,#N/A,#N/A,
brain,good student,13,6.2,#N/A,#N/A,#N/A,
brainwash,rid a person of previous beliefs,13,11.5,#N/A,#N/A,#N/A,
bramble,thorn bush,13,,#N/A,#N/A,#N/A,
branch,subdivision,13,5.7,#N/A,#N/A,#N/A,
brassiere,woman's undergarment,13,11.9,#N/A,#N/A,#N/A,
brassy,loud,13,11.8,#N/A,#N/A,#N/A,
bravo,well done,13,,#N/A,#N/A,#N/A,
brawny,muscular,13,12.3,#N/A,#N/A,#N/A,
bray,donkey cry,13,,#N/A,#N/A,#N/A,
breakage,damage,13,11.2,#N/A,#N/A,#N/A,
breakers,waves,13,9.8,#N/A,#N/A,#N/A,
breakthrough,important advance,13,11.5,#N/A,#N/A,#N/A,
breather,moment's rest,13,8.1,#N/A,#N/A,#N/A,
breed,to produce young,13,8.8,#N/A,#N/A,#N/A,
breeding,good training,13,9.3,#N/A,#N/A,#N/A,
breezeway,open passage,13,11.2,#N/A,#N/A,#N/A,
bribery,act of influencing with money,13,10.7,#N/A,#N/A,#N/A,
bribery,money used unlawfully,13,10.7,#N/A,#N/A,#N/A,
brickwork,made of baked clay,13,11.2,#N/A,#N/A,#N/A,
bridge,part of ship,13,5.5,#N/A,#N/A,#N/A,
brier,thorny bush,13,11.6,#N/A,#N/A,#N/A,
brig,sailing ship,13,12.7,#N/A,#N/A,#N/A,
brigade,part of army,13,11.7,#N/A,#N/A,#N/A,
bringaround,to make conscious,13,,#N/A,#N/A,#N/A,
broad,clear and plain,13,8.7,#N/A,#N/A,#N/A,
broad-minded,sees both sides,13,,#N/A,#N/A,#N/A,
broccoli,vegetable,13,5.2,#N/A,#N/A,#N/A,
bronc,untamed horse,13,,#N/A,#N/A,#N/A,
bronchi,branches of the windpipe,13,13.3,#N/A,#N/A,#N/A,
brooch,ornamental pin,13,11.1,#N/A,#N/A,#N/A,
bruiser,strong man,13,,#N/A,#N/A,#N/A,
brunette,dark complexion,13,8.2,#N/A,#N/A,#N/A,
brutality,cruelty,13,11.2,#N/A,#N/A,#N/A,
bubblingover,full of joy,13,,#N/A,#N/A,#N/A,
buccaneer,pirate,13,8.8,#N/A,#N/A,#N/A,
buck,fight against,13,8.4,#N/A,#N/A,#N/A,
buck,to get rid of,13,8.4,#N/A,#N/A,#N/A,
buckboard,light wagon,13,12.6,#N/A,#N/A,#N/A,
buckledown,to go seriously to work,13,,#N/A,#N/A,#N/A,
buff,dull yellow color,13,10.9,#N/A,#N/A,#N/A,
buggy,covered with insects,13,7.8,#N/A,#N/A,#N/A,
bugler,plays bugle,13,10.1,#N/A,#N/A,#N/A,
built-in,part of building,13,,#N/A,#N/A,#N/A,
bulb,swelling at tube's end,13,6.5,#N/A,#N/A,#N/A,
bull,nonsense,13,4.9,#N/A,#N/A,#N/A,
bullpen,for practicing pitchers,13,,#N/A,#N/A,#N/A,
bullfinch,bird,13,,#N/A,#N/A,#N/A,
bum,in poor condition,13,7.4,#N/A,#N/A,#N/A,
bumbling,blundering and stumbling,13,7.6,#N/A,#N/A,#N/A,
bungling,clumsy,13,11.1,#N/A,#N/A,#N/A,
bunion,sore on the foot,13,11.1,#N/A,#N/A,#N/A,
bunkie,a roommate,13,,#N/A,#N/A,#N/A,
bunsenburner,a chemist's gas flame,13,,#N/A,#N/A,#N/A,
buoy,floating marker,13,10.3,#N/A,#N/A,#N/A,
burdensome,hard to bear,13,10.8,#N/A,#N/A,#N/A,
bureau,office,13,10.9,#N/A,#N/A,#N/A,
buried,deep in work,13,5.9,#N/A,#N/A,#N/A,
burlap,coarse material,13,10.3,#N/A,#N/A,#N/A,
burned-out,tired-out,13,,#N/A,#N/A,#N/A,
burning,intense,13,,#N/A,#N/A,#N/A,
burningglass,focuses sun's rays,13,,#N/A,#N/A,#N/A,
burp,to belch,13,4.9,#N/A,#N/A,#N/A,
burr,prickly seed pod,13,9.3,#N/A,#N/A,#N/A,
bush,wooded land,13,5.1,#N/A,#N/A,#N/A,
bushleague,minor teams,13,,#N/A,#N/A,#N/A,
bushman,a settler in Australian wilds,13,11.4,#N/A,#N/A,#N/A,
business,a concern,13,8.2,#N/A,#N/A,#N/A,
bust,bosom,13,8.7,#N/A,#N/A,#N/A,
bustle,part of dress,13,11.6,#N/A,#N/A,#N/A,
but,on the other hand,13,4.0,#N/A,#N/A,#N/A,
butt,end of a gun,13,5.9,#N/A,#N/A,#N/A,
buttend,the thick end,13,,#N/A,#N/A,#N/A,
butterup,flatter someone,13,,#N/A,#N/A,#N/A,
butterball,plump person,13,8.9,#N/A,#N/A,#N/A,
butterflies,nervous feelings,13,3.7,#N/A,#N/A,#N/A,
buttery,greasy,13,6.2,#N/A,#N/A,#N/A,
buttinsky,one who interferes,13,,#N/A,#N/A,#N/A,
buttonwood,tree,13,,#N/A,#N/A,#N/A,
bymeansof,by the use of,13,,#N/A,#N/A,#N/A,
by-and-by,in the future,13,,#N/A,#N/A,#N/A,
by-name,a nickname,13,,#N/A,#N/A,#N/A,
by-pass,a way around,13,,#N/A,#N/A,#N/A,
by-path,a side path,13,,#N/A,#N/A,#N/A,
by-play,action on the side,13,,#N/A,#N/A,#N/A,
by-product,extra product,13,13.3,#N/A,#N/A,#N/A,
byway,side path,13,12.2,#N/A,#N/A,#N/A,
cabbage,money,13,6.4,#N/A,#N/A,#N/A,
cabbie,a taxi-driver,13,9.4,#N/A,#N/A,#N/A,
cablegram,under-ocean message,13,13.3,#N/A,#N/A,#N/A,
cad,not a gentleman,13,,#N/A,#N/A,#N/A,
cadet,someone in training,13,10.1,#N/A,#N/A,#N/A,
calamity,great misfortune,13,11.1,#N/A,#N/A,#N/A,
calculable,can be figured,13,,#N/A,#N/A,#N/A,
calculated,planned,13,9.1,#N/A,#N/A,#N/A,
calculating,scheming and cautious,13,9.1,#N/A,#N/A,#N/A,
calculation,adding numbers,13,8.8,#N/A,#N/A,#N/A,
calculator,figuring machine,13,8.2,#N/A,#N/A,#N/A,
caliber,"size of bullet, gun barrel",13,11.1,#N/A,#N/A,#N/A,
calico,cotton cloth,13,10.8,#N/A,#N/A,#N/A,
callfor,demand,13,,#N/A,#N/A,#N/A,
callon,to ask to recite,13,,#N/A,#N/A,#N/A,
calling,an impulse toward,13,4.6,#N/A,#N/A,#N/A,
camouflage,false appearance,13,7.5,#N/A,#N/A,#N/A,
camphor,medicine,13,13.4,#N/A,#N/A,#N/A,
cancan,stage dance,13,12.3,#N/A,#N/A,#N/A,
cancel,give up,13,7.6,#N/A,#N/A,#N/A,
cancellation,crossed out,13,10.1,#N/A,#N/A,#N/A,
canister,a spice can,13,8.8,#N/A,#N/A,#N/A,
cannibal,eater of human flesh,13,9.1,#N/A,#N/A,#N/A,
cannonade,firing of guns,13,15.0,#N/A,#N/A,#N/A,
canopy,overhead covering,13,9.8,#N/A,#N/A,#N/A,
canopy,a cockpit cover,13,9.8,#N/A,#N/A,#N/A,
canteen,a temporary restaurant,13,9.4,#N/A,#N/A,#N/A,
canvas,the floor of a fight ring,13,8.8,#N/A,#N/A,#N/A,
capitol,a statehouse,13,,#N/A,#N/A,#N/A,
carat,jeweler's measure,13,12.4,#N/A,#N/A,#N/A,
carbolic,an acid,13,15.0,#N/A,#N/A,#N/A,
carbon,a copy,13,11.3,#N/A,#N/A,#N/A,
cardindex,a card file,13,,#N/A,#N/A,#N/A,
careless,lighthearted,13,8.4,#N/A,#N/A,#N/A,
caress,to touch affectionately,13,10.8,#N/A,#N/A,#N/A,
carp,a fish,13,11.2,#N/A,#N/A,#N/A,
carriage,part of typewriter,13,7.2,#N/A,#N/A,#N/A,
carrot-top,red-haired person,13,,#N/A,#N/A,#N/A,
carrousel,merry-go-round,13,,#N/A,#N/A,#N/A,
carry-over,the part left over,13,,#N/A,#N/A,#N/A,
cartilage,tough tissue,13,11.3,#N/A,#N/A,#N/A,
cartridge,a phonograph-needle assembly,13,11.1,#N/A,#N/A,#N/A,
cartridge,kind of container,13,11.1,#N/A,#N/A,#N/A,
carven,shaped with a knife,13,,#N/A,#N/A,#N/A,
case,window frame,13,6.4,#N/A,#N/A,#N/A,
case,example,13,6.4,#N/A,#N/A,#N/A,
case,grammar term,13,6.4,#N/A,#N/A,#N/A,
cashbook,record of money,13,12.2,#N/A,#N/A,#N/A,
cashmere,soft wool,13,12.2,#N/A,#N/A,#N/A,
casing,a frame,13,11.5,#N/A,#N/A,#N/A,
casket,small chest,13,8.6,#N/A,#N/A,#N/A,
cassette,a cartridge for film,13,7.5,#N/A,#N/A,#N/A,
castoff,to leave shore,13,,#N/A,#N/A,#N/A,
caster,roller,13,12.3,#N/A,#N/A,#N/A,
castoroil,a physic,13,,#N/A,#N/A,#N/A,
catapult,an aircraft launcher,13,10.6,#N/A,#N/A,#N/A,
catchall,holds many things,13,,#N/A,#N/A,#N/A,
catechism,religious instruction,13,11.0,#N/A,#N/A,#N/A,
category,a class of objects,13,8.2,#N/A,#N/A,#N/A,
cat'seye,kind of marble,13,,#N/A,#N/A,#N/A,
catty-cornered,diagonally,13,,#N/A,#N/A,#N/A,
causeless,no reason,13,,#N/A,#N/A,#N/A,
cease,stop,13,10.1,#N/A,#N/A,#N/A,
ceaseless,never stopping,13,12.1,#N/A,#N/A,#N/A,
celebrated,well-known,13,,#N/A,#N/A,#N/A,
cellular,consisting of cells,13,11.5,#N/A,#N/A,#N/A,
celluloid,transparent material,13,14.1,#N/A,#N/A,#N/A,
cellulose,part of plant,13,13.2,#N/A,#N/A,#N/A,
celsius,centigrade,13,,#N/A,#N/A,#N/A,
cement,sticks things together,13,7.4,#N/A,#N/A,#N/A,
censor,a faultfinder,13,10.0,#N/A,#N/A,#N/A,
censor,checks harmful material,13,10.0,#N/A,#N/A,#N/A,
censorship,limits freedom,13,13.1,#N/A,#N/A,#N/A,
censorship,legal prevention of publication,13,13.1,#N/A,#N/A,#N/A,
